Gew_Nr,Gew_Name,l_total ,l_offen,l_offiziell_eingedolt,l_inoff_eingedolt,mögliche Ausdolung,Parzellen,Ausdolungspotenzial,Bemerkung,Foto im Bericht,Link zu GeoView BL,Informationsblatt,Eigentümer,Bewirtschafter,Gemeinde,Bezirk
34.201,Sunnenweidbächli,90,30,60,,,,0,, -,,,,,Langenbruck,Waldenburg
34.202,Dürrenbergbach,1130,1110,20,,,,0,, -,,,,,Langenbruck,Waldenburg
34.203,Spittelmattbächli,340,340,0,,,,0,, -,,,,,Langenbruck,Waldenburg
34.204,Haubergbach,810,790,20,,,,0,, -,,,,,Langenbruck,Waldenburg
34.205,Husmattbächli,280,250,30,,,,0,, -,,,,,Langenbruck,Waldenburg
34.206,Humbelbach,2020,1990,30,,,,0,, -,,,,,Langenbruck,Waldenburg
34.207,Hüslimattbach,250,220,30,,,,0,, -,,,,,Langenbruck,Waldenburg
34.208,Holznachtbach,780,760,20,,250,,4,"ehemaliger Oberlauf (S 2), Wasserführung vmtl. gering",34.208,Link,Langenbruck_Eindolungen_Bericht,,,Langenbruck,Waldenburg
34.209,Cherbächli,530,530,0,,,,0,, -,,,,,Langenbruck,Waldenburg
34.210,Chuenibächli,1840,1820,20,,,,0,, -,,,,,Langenbruck,Waldenburg
34.211,Chuenirainbach,620,570,50,,,,0,, -,,,,,Langenbruck,Waldenburg
34.212,Lochmattbächli,220,220,0,,,,0,, -,,,,,Langenbruck,Waldenburg
34.213,Neuhofbächli,630,410,220,,,,0,, -,,,,,Langenbruck,Waldenburg
34.214,Oberer Dürrenbergbach,380,360,20,,,,0,, -,,,,,Langenbruck,Waldenburg
34.215,Schattenweidbächli,510,500,10,,,,0,, -,,,,,Langenbruck,Waldenburg
34.216,Schwängibach,1600,1570,30,,,,0,, -,,,,,Langenbruck,Waldenburg
34.217,Schwängibergbächli,480,480,0,,,,0,, -,,,,,Langenbruck,Waldenburg
34.218,Wannenbach,730,690,40,,,,0,, -,,,,,Langenbruck,Waldenburg
34.219,Waldbach,2800,2640,160,,,,0,, -,,,,,Langenbruck,Waldenburg
,weitere Bachstrecken gemäss Sigfriedkarte im Oberlauf,,,,?,,,0,im Bereich Rehagweid sind in den früher als Bachläufe verzeichneten Talästen kaum Eindolungen vorhanden  ,34.219,Link,Langenbruck_Eindolungen_Bericht,,,Langenbruck,Waldenburg
34.220,Ziegelmattbächli,380,380,0,,,,0,, -,,,,,Langenbruck,Waldenburg
34.221,Untere-Mattbächli,160,130,30,,,,0,, -,,,,,Langenbruck,Waldenburg
46.07,Vordere Frenke,1460,1460,0,,,,0,, -,,,,,Oberdorf,Waldenburg
46.43,Walibach,1220,1210,10,,,,0,, -,,,,,Oberdorf,Waldenburg
,Drainage Schlossbrunnen,,,,,150,,4,Speisung durch Quellüberläufe,46.43,Link,Oberdorf_Eindolungen_Bericht,,,Oberdorf,Waldenburg
46.97,Weigistbach,1490,1360,130,,,,0,, -,,,,,Oberdorf,Waldenburg
46.102,Hofacherbächli,220,200,20,,,,0,, -,,,,,Oberdorf,Waldenburg
46.103,Holdenbächli,210,120,90,,70,,5,Ausdohlung gemäss Projekt Büro Götz 2015 geplant (Wiesenbach mit begleitendem Hochstaudensaum),46.103,Link,Oberdorf_Eindolungen_Bericht,,,Oberdorf,Waldenburg
46.104,Grittbächli,140,70,70,,,,0,, -,,,,,Oberdorf,Waldenburg
46.105,Leebächli,400,390,10,,,,0,, -,,,,,Oberdorf,Waldenburg
46.136,Schiltgrabenbächli,370,350,20,,,,0,, -,,,,,Oberdorf,Waldenburg
46.165,Sennmattbächli,300,300,0,,,,0,, -,,,,,Oberdorf,Waldenburg
46.201,Heimstenbächli,750,690,60,,,,0,, -,,,,,Oberdorf,Waldenburg
46.202,Rüttmattbächli,400,0,400,,100,,4,unterhalb Bennwilerstrasse,Karte,Link,Oberdorf_Eindolungen_Bericht,,,Oberdorf,Waldenburg
46.203,Widenbächli,1320,1020,300,,,,0,, -,,,,,Oberdorf,Waldenburg
,"Ostast, unten eingedolt",,,,,150,,4,,46.203,Link,Oberdorf_Eindolungen_Bericht,,,Oberdorf,Waldenburg
,"Ostast, Mitte eingedolt",,,,,150,,5,Bachöffnung als Aufwertung innerhalb der kommunalen Naturschutzzone ,46.203,Link,Oberdorf_Eindolungen_Bericht,,,Oberdorf,Waldenburg
,Südast (Siegfridkarte),,,,,200,,5,Bachöffnung als Aufwertung innerhalb der kommunalen Naturschutzzone ,46.203,Link,Oberdorf_Eindolungen_Bericht,,,Oberdorf,Waldenburg
29.07,Vordere Frenke,4200,4060,140,,,,0,, -,,,,,Hoelstein,Waldenburg
29.41,Bennwilerbach,2210,2180,30,,,,0,, -,,,,,Hoelstein,Waldenburg
29.44,Chapfbächli,790,530,260,,170,,4,"Öffnung des kurzen eingedolten Abschnitts würde gute Vernetzung bringen, Querung Transitgas?",29.44,Link,Hoelstein_Eindolungen_Bericht,,,Hoelstein,Waldenburg
29.78,Holdenweidbächli,1490,1200,290,,,,0,, -,,,,,Hoelstein,Waldenburg
29.79,Loochbächli,60,0,60,,,,0,, -,,,,,Hoelstein,Waldenburg
29.80,Bannholdenbächli,1580,1250,330,,,,0,"entgegen Darstellung im GeoView sind rund 150 m des Bachlaufs unter Ablagerung  eingedolt, (belasteter Standort mit Untersuchungsbedarf)", -,Link,,,,Hoelstein,Waldenburg
29.81,Weidbächli,430,390,40,,,,0,, -,,,,,Hoelstein,Waldenburg
29.86,Talbächli,20,20,0,,,,0,, -,,,,,Hoelstein,Waldenburg
29.201,Gugenbächli,80,80,0,,,,0,, -,,,,,Hoelstein,Waldenburg
29.202,Biretenbächli,560,500,60,100,100,,3,"Verlängerung im Oberlauf (S 3), keine Drainage verzeichnet, vmtl. geringe Wasserführung",29.202,Link,Hoelstein_Eindolungen_Bericht,,,Hoelstein,Waldenburg
29.203,Erlibächli,1230,790,440,,100,,4,"oberhalb Hof prüfen, unterhalb Hof: belasteter Standort mit Untersuchungsbedarf",29.203,Link,Hoelstein_Eindolungen_Bericht,,,Hoelstein,Waldenburg
29.204,Gallmattbächli,620,520,100,,50,,4,"kurze eingedolte Abschnitt im Oberlauf, deren Öffnung zusammen mit Aufwertungs-massnahmen beim Bachsaum die Vernetzungswirkung wesentlich verbessern würden",29.204,Link,Hoelstein_Eindolungen_Bericht,,,Hoelstein,Waldenburg
29.205,Gassenbach,1390,800,590,,100,,4,,29.205,Link,Hoelstein_Eindolungen_Bericht,,,Hoelstein,Waldenburg
29.206,Gürblenbächli,520,420,100,,70,,4,"kurze eingedolte Abschnitt im Unterlauf, gutes Vernetzungspotenzial", -,Link,,,,Hoelstein,Waldenburg
29.207,Hohlenbächli,560,360,200,,,,0,, -,,,,,Hoelstein,Waldenburg
29.208,Leuenbergbächli,450,370,80,,,,0,, -,,,,,Hoelstein,Waldenburg
,Verlängerung Richtung Ost,,,,,100,,3,"Drainage,  bescheidene Wasserführung",S. 6,Link,Hoelstein_Eindolungen_Bericht,,,Hoelstein,Waldenburg
29.209,Ödlisbergbächli,450,380,70,,,,0,, -,,,,,Hoelstein,Waldenburg
29.210,Fürholdenbächli,160,120,40,,,,0,, -,,,,,Hoelstein,Waldenburg
29.211,Galgenbächli,360,20,340,,150,,3,"offene Führung südlich entlang Zufahrtsstrasse Campingplatz denkbar, geringe Wasserführung", -,Link,,,,Hoelstein,Waldenburg
14.18,Seebach,1680,1580,100,,,,0,, -,,,,,Bretzwil,Waldenburg
14.18,HWEK-Seebach,520,0,520,,,,0,, -,,,,,Bretzwil,Waldenburg
14.48,Eichmattbach,70,0,70,,,,0,, -,,,,,Bretzwil,Waldenburg
14.49,Chollochbach,1420,1390,30,,,,0,, -,,,,,Bretzwil,Waldenburg
,Talung Riedbergboden (S2),,,,,,,0,"keinen Eindolung, Talung führt höchstens nach Starkregen Wasser",14.49,Link,Bretzwil_Eindolungen_Bericht,,,Bretzwil,Waldenburg
14.50,Nunningerbächli,860,500,360,,,,0,eingedolte/offene Strecken prüfen, -,,,,,Bretzwil,Waldenburg
14.129,Dietelbächli,230,230,0,,,,0,, -,,,,,Bretzwil,Waldenburg
14.201,Aubach,1960,1910,50,,,,0,, -,,,,,Bretzwil,Waldenburg
,Verlängerung SW-Ast (S3),,,,,,,0,"keinen Eindolung, Talung führt höchstens nach Starkregen Wasser",14.201,,Bretzwil_Eindolungen_Bericht,,,Bretzwil,Waldenburg
,Verlängerung Ostast,,,,,,,3,Drainagesystem mit geringer Wasserführung,14.201,Link,Bretzwil_Eindolungen_Bericht,,,Bretzwil,Waldenburg
14.202,Büelbächli,730,400,330,,200,,5,"Eindolung im Siedlungsgebiet lässt sich kaum korrigieren, im Oberlauf ist Ostast eingedolt und weist hohes Potenzial für Ausdolung auf",14.202,Link,Bretzwil_Eindolungen_Bericht,,,Bretzwil,Waldenburg
14.203,Chrachenbächli,780,760,20,,,,0,, -,,,,,Bretzwil,Waldenburg
14.204,Freisnechtbächli,540,330,210,,200,,5,Verbindung zwischen dem offen geführten Ober- und Unterlauf wäre wertvolle Vernetzungsachse,14.204,Link,Bretzwil_Eindolungen_Bericht,,,Bretzwil,Waldenburg
14.205,Pfarrmattbächli,420,330,90,,,,0,, -,,,,,Bretzwil,Waldenburg
14.206,Rennenbach,760,630,130,,,,0,, -,,,,,Bretzwil,Waldenburg
,Drainage Richtung W (S1) und Strang Richtung Süd,,,,300 + 500 + 300,> 500,,4,"früherer Bachlauf entlang Strasse (S1) und Drainage Richtung West bieten gutes Potenzial, Wasserführung vermutlich bescheiden",S. 5,Link,Bretzwil_Eindolungen_Bericht,,,Bretzwil,Waldenburg
,Drainage Richtung  NW,,,,400,300,,3,"im untern Teil landwirtschaftlich intensiv bewirtschaftet, Wasserführung ?", -,Link,,,,Bretzwil,Waldenburg
14.206,HWEK-Rennenbach,90,0,90,,,,0,, -,,,,,Bretzwil,Waldenburg
14.207,Sagibächli,280,160,120,150,100,,4,Ausdolung im Siedlungsgebiet schwierig aber Drainagesystem im Oberlauf bietet Potenzial (Verbunden mit Renaturierung im Mittelteil),14.207,Link,Bretzwil_Eindolungen_Bericht,,,Bretzwil,Waldenburg
14.208,Wäschbächli,990,550,440,,250,,5,Ausdolung im unteren Abschnitt schwierig aber im Mittelabschnitt gutes Potenzial (kommunales Naturschutzgebiet),14.208,Link,Bretzwil_Eindolungen_Bericht,,,Bretzwil,Waldenburg
14.209,Winkelbächli,1360,1180,180,,,,0,, -,,,,,Bretzwil,Waldenburg
14.210,Laublochbächli,80,70,10,,,,0,, -,,,,,Bretzwil,Waldenburg
14.211,Muserhölzlibächli,90,80,10,,,,0,, -,,,,,Bretzwil,Waldenburg
53.06,Hintere Frenke,5170,4900,270,,,,0,"in der Siegfriedkarte von 1946 verzeichnete Seitenäste (S3, S4) unter der Bürtenfluh weisen keine regelmässige Wasserführung auf",53.06,Link,Reigoldswil_Eindolungen_Bericht,,,Reigoldswil,Waldenburg
53.32,Bütschenbächli,230,230,0,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.93,Ämlisbach,790,750,40,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.94,Lauwilerbächli,240,230,10,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.96,Rüschelbach,1600,1560,40,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.110,Säuschwänkibach,410,380,30,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.111,Schelmenlochbächli,160,140,20,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.112,Wolbächli,1000,970,30,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.113,Widenmattbächli,1080,100,980,,> 700,1041,4,ganze eingedolte Bachstrecke auf Parzelle 104 1der Bürgergemeinde Reigoldswil,53.113,Link,Reigoldswil_Eindolungen_Bericht,,,Reigoldswil,Waldenburg
53.157,Goldbrunnenbächli,250,230,20,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.159,Wasserfallenweidbächli,60,50,10,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.162,Bürtenbach,50,50,0,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.201,Bergmattenbächli,440,340,100,,200,,5,In der Siegfriedkarte von 1946 verzeichneter Oberlauf im Weideland,53.201,Link,Reigoldswil_Eindolungen_Bericht,,,Reigoldswil,Waldenburg
53.202,Chollochbächli,330,320,10,,200,,5,In der Siegfriedkarte von 1946 verzeichneter Oberlauf im Weideland,53.202,Link,Reigoldswil_Eindolungen_Bericht,,,Reigoldswil,Waldenburg
53.203,Eichenbächli,800,500,300,,120,,3,führt mitten durch Fruchtfolgefläche, -,Link,,,,Reigoldswil,Waldenburg
53.204,Bütschenmattbächli,280,180,100,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.205,Marchbächli,700,340,360,,300,,5,Durchgehende Öffnung der noch eingedolten Abschnitte würde Vernetzungswirkung entlang dem Weg wesentlich verbessern,53.205,Link,Reigoldswil_Eindolungen_Bericht,,,Reigoldswil,Waldenburg
53.206,Marchmattbächli,290,250,40,,150,,4,"leicht vernässte Mulde, Wasserführung und Vernetzungswirkung eher gering",53.205,Link,Reigoldswil_Eindolungen_Bericht,,,Reigoldswil,Waldenburg
53.207,Mettlimattbächli,410,400,10,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.208,Neuhofbächli,500,420,80,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.209,Stöckmattbächli,660,470,190,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.210,Wannenbächli,240,140,100,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.211,Wasserfallenbächli,280,260,20,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.212,Widenbächli,290,0,290,,300,1041,4,ganze eingedolte Bachstrecke auf Parzelle 1041 der Bürgergemeinde Reigoldswil,53.212,Link,Reigoldswil_Eindolungen_Bericht,,,Reigoldswil,Waldenburg
53.213,Dyg (privat),280,70,210,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.214,Gorisenbächli,280,150,130,,110,1127,4,"ev. offene Bachführung entlang Flurweg prüfen, gute Vernetzungswirkung",53.214,Link,Reigoldswil_Eindolungen_Bericht,,,Reigoldswil,Waldenburg
53.215,Gorisenweidbächli,360,100,260,,,,0,im GeoView nur noch rund 100 m Gewässerlänge verzeichnet, -,,,,,Reigoldswil,Waldenburg
53.216,Babertenbächli,80,60,20,,,,0,, -,,,,,Reigoldswil,Waldenburg
53.217,Grundbächli,800,530,270,,100,,3,"geringe Wasserführung, kaum Vernetzungswirkung",53.217,Link,Reigoldswil_Eindolungen_Bericht,,,Reigoldswil,Waldenburg
53.218,Staacherbächli,80,80,0,,,,0,, -,,,,,Reigoldswil,Waldenburg
16.1,Homburgerbach,1800,1420,380,,,,0,Wasserbaukonzept sieht  Massnahmen zum baulichen Hochwasserschutz im Siedlungsbereich (Priorität mittel) sowie Revitalisierung unterhalb Dorf  bis Gemeindegrenze vor (Priorität niedrig), -,,,,,Buckten,Sissach
16.55,Fellibächli,580,110,470,,> 300,,3,Drainagesystem im Gebiet Galgenacher (offene Führung Hauptstrang entlang Weg); Wasserbaukonzept sieht Ausdolung im Abschnitt oberhalb des Dorfes vor (Priorität mittel; siehe auch Ausdolung des Abschnittes Känerkinden),16.55,Link,Buckten_Eindolungen_Bericht,,,Buckten,Sissach
16.201,Hornbergbächli,630,50,580,,>300,,5,,16.201,Link,Buckten_Eindolungen_Bericht,,,Buckten,Sissach
30.04,Ergolz,1450,1450,0,,,,0,, -,,,,,Itingen,Sissach
30.82,Atlistenbächli,700,610,90,,,,0,, -,,,,,Itingen,Sissach
30.83,Talbächli,2410,1530,880,,200,,?,ev. Öffung des Abschnittes im Perimeter des Quartierplanes Gstadmatt-Ost, -,Link,,,,Itingen,Sissach
30.133,Gewerbekanal (privat),80,80,0,,,,0,, -,,,,,Itingen,Sissach
30.141,Weiermattbächli,100,0,100,,,,0,, -,,,,,Itingen,Sissach
30.201,Flüelibächli,680,540,140,,,,0,, -,,,,,Itingen,Sissach
30.202,Weidbächli,270,270,0,,,,0,, -,,,,,Itingen,Sissach
30.203,Lichsbächli   (kein öffentliches Gewässer),450,70,380,,265 ??,,?,Kirschbaum-Intensivkultur, -,Link,,,,Itingen,Sissach
17.15,Buuserbach,1800,1480,320,,,,0,, -,,,,,Buus,Sissach
17.56,Cholmattbächli,220,220,0,,,,3,"Eindolung/Drainagesystem in der Verlängerung ist in den Drainageplänen nicht verzeichnet, aber auf Siegfriedkarte als offener Bachlauf ausgewiesen", -,Link,,,,Buus,Sissach
17.154,Cholholzbächli,400,150,250,,250,,4,"Grenzbach Buus/Rickenbach, Ausdolung müsste aus praktischen Gründen auf Gebiet der Gemeinde Rickenbach erfolgen (siehe Bericht Rickenbach)", -,Link,,,,Buus,Sissach
17.201,Binzholdenbächli,1100,870,230,,50 + 70,,4,Ausdolung im untersten Abschnitt und beim Hof Heimeren prüfen (weitere Drainagesysteme im Oberlauf vorhanden),17.201,Link,Buus_Eindolungen_Bericht,,,Buus,Sissach
17.202,Cherbächli,910,690,220,,,,0,Eindolung im Siedlungsgebiet, -,,,,,Buus,Sissach
17.202,HWEK - Cherbächli,510,0,510,,,,0,Eindolung im Siedlungsgebiet, -,,,,,Buus,Sissach
17.203,Chräbsbächli,460,0,460,,230,,4,Ausdolung nödlich des Siedlungsgebietes und entlang Schwimmbad prüfen,17.203,Link,Buus_Eindolungen_Bericht,,,Buus,Sissach
17.204,Chummengrabenbach,2130,1840,290,,,,0,, -,,,,,Buus,Sissach
17.205,Summerstallbächli,780,600,180,,,,0,, -,,,,,Buus,Sissach
17.206,Stockacherbächli,230,110,120,,,,0,, -,,,,,Buus,Sissach
17.207,Wabigenbächli,980,490,490,,300,,5,, -,Link,,,,Buus,Sissach
17.208,Wasserrisletenbächli,300,150,150,,,,0,, -,,,,,Buus,Sissach
17.209,Wibitalbächli,1280,950,330,,> 300,,5,Ausdolung bei verschiedenen eingedolte Zwischenstücken/Drainagesystemen prüfen,17.209,Link,Buus_Eindolungen_Bericht,,,Buus,Sissach
17.209,HWEK - Wibitalbächli,130,0,130,,,,,,,,,,,Buus,Sissach
17.210,Talbächli,980,830,150,,,,0,"Eingriffe aufgrund der Lage in der Grundwasserschutzzone heikel, Wasserbaukonzept sieht aber Notwendigkeit für bauliche Hochwasserschutzmassnahmen", -,,,,,Buus,Sissach
12.04,Ergolz,1480,1460,20,,,,0,Wasserbaukonzept sieht im Abschnitt Hofmatt - Ergolz Massnahmen zur Revitalisierung vor (Priorität niedrig), -,,,,,Böckten,Sissach
12.10,Homburgerbach,110,110,0,,,,0,, -,,,,,Böckten,Sissach
12.47,Ischlagbächli,30,30,0,,,,0,, -,,,,,Böckten,Sissach
12.201,Eibächli,650,460,190,,,,5,"Eindolung entlang Parz. 223/224 defekt -> Bachöffnung dringend, oberer Abschnitt der Eindolung ebenfalls hohes Potential; Wasserbaukonzept sieht für ganzen Bachlauf Massnahmen zum baulichen Hochwasserschutz vor (Priorität hoch)",12.201,Link,Böckten_Eindolungen_Bericht,,,Böckten,Sissach
12.201,HWEK-Eibächli,130,0,130,,,,0,, -,,,,,Böckten,Sissach
12.202,Hinterdorfbächli,1050,610,440,,,,0,Wasserbaukonzept sieht Ausdolung im Siedlungsgebiet vor (Priorität mittel), -,,,,,Böckten,Sissach
12.203,Rebacherbächli,200,130,70,,,,4,kurzes Zwischenstück offenen und  Ufergehölz/Krautsaum ergänzen,12.203,Link,Böckten_Eindolungen_Bericht,,,Böckten,Sissach
12.204,Golchenbächli,70,60,10,,,,0,, -,,,,,Böckten,Sissach
12.205,Lambergbächli,130,110,20,,,,0,, -,,,,,Böckten,Sissach
19.1,Homburgerbach,1400,1400,0,,,,0,, -,,,,,Diepflingen,Sissach
19.59,Hölstenbächli,500,300,200,,120,,4,,19.59,Link,Diepflingen_Eindolungen_Bericht,,,Diepflingen,Sissach
19.201,Beckenmattbächli,100,100,0,,,,0,, -,,,,,Diepflingen,Sissach
19.202,Gritbächli,460,260,200,,200,,3,Bächlein quert Grundwasserschutzareal,19.202,Link,Diepflingen_Eindolungen_Bericht,,,Diepflingen,Sissach
19.203,Schübletenbächli,520,250,270,,,,1,Nähe Grundwasserfassung Beckenmatt, -,Link,,,,Diepflingen,Sissach
19.204,Steinholdenbächli,710,500,210,,,,0,Wasserbaukonzept sieht Massnahmen zum baulichen Hochwasserschutz vor (Priorität niedrig)  -> auch Möglichkeit für offene Bachführung prüfen, -,,,,,Diepflingen,Sissach
19.205,Zünbächli,490,300,190,,100,,5,,19.205,Link,Diepflingen_Eindolungen_Bericht,,,Diepflingen,Sissach
32.11,Eibach,700,700,0,,,,0,, -,,,,,Kilchberg,Sissach
32.75,Chrintelbach,400,400,0,,,,0,, -,,,,,Kilchberg,Sissach
32.84,Laufenmattbächli,200,180,20,,,,0,, -,,,,,Kilchberg,Sissach
32.85,Sagenmattbächli,210,210,0,,,,0,, -,,,,,Kilchberg,Sissach
32.201,Chilchtelbächli,270,240,30,,,,0,, -,,,,,Kilchberg,Sissach
32.202,Tschomattbächli,320,310,10,490,500,,4,Drainagen Richtung Tschomatt und Ried (oberer Teil: Gemeinde Zeglingen), -,Link,,,,Kilchberg,Sissach
32.203,Weidbächli,120,120,0,,,,0,, -,,,,,Kilchberg,Sissach
32.199,Regenwasserableitung Weiermatt (zugehöriges Drainagesystem),,,,> 300,> 300,,3,"vorwiegend Ackerland, Drainage wurde kürzlich saniert", -,Link,,,,Kilchberg,Sissach
24.04,Ergolz,1900,1730,170,,,,0,Wasserbaukonzept sieht Massnahmen zum baulichen Hochwasserschutz vor (Priorität hoch), -,,,,,Gelterkinden,Sissach
24.11,Eibach,2480,2480,0,,,,0,Wasserbaukonzept sieht oberhalb des Siedlungsgebietes Massnahmen zur Schaffung eines Überflutungs- und Retentionsgebietes vor (Priorität hoch), -,,,,,Gelterkinden,Sissach
24.47,Ischlagbächli,170,170,0,,,,0,, -,,,,,Gelterkinden,Sissach
24.65,Chuenibächli,110,0,110,,,,0,, -,,,,,Gelterkinden,Sissach
24.66,Marenbächli,270,100,170,,,,0,"Eindolung innerhalb Siedlungsgebiet, Abschnitt von 110 m auf Parz. 818 seit 2010 offen", -,,,,,Gelterkinden,Sissach
24.67,Muttibächli,430,330,100,,75,,4,wäre zusammen mit trockener Böschung wertvolles Naturobjekt (Tiefenlage?),24.67,Link,Gelterkinden_Eindolungen_Bericht,,,Gelterkinden,Sissach
24.68,Mületenbächli,2220,2190,30,,,,0,, -,,,,,Gelterkinden,Sissach
24.69,Schöftletenbächli,700,690,10,,,,0,, -,,,,,Gelterkinden,Sissach
24.70,Rickenbächli,1520,1300,220,,,,0,Eindolung weitgehend innerhalb Siedlungsgebiet; Wasserbaukonzept sieht Massnahmen zum baulichen Hochwasserschutz vor (Priorität hoch), -,,,,,Gelterkinden,Sissach
24.71,Zweigrabenbächli,600,600,0,,,,0,, -,,,,,Gelterkinden,Sissach
24.148,Rainenbächli,200,30,170,,150,,4,zusammen mit Usseri-Rötenbächli (24.206),24.148,Link,Gelterkinden_Eindolungen_Bericht,,,Gelterkinden,Sissach
24.149,Sommeraubächli,10,10,0,,,,0,, -,,,,,Gelterkinden,Sissach
24.201,Ärntholdenbächli,570,380,190,,150,,3,Querung Bahntrassee erschwert Ausdolung des ganzen Bachlaufes,24.201,Link,Gelterkinden_Eindolungen_Bericht,,,Gelterkinden,Sissach
24.202,Chöpflibächli,1060,590,470,,,,0,Eindolung innerhalb Siedlungsgebiet, -,,,,,Gelterkinden,Sissach
24.203,Frändletenbächli,2020,1820,200,,,,0,Eindolung innerhalb Siedlungsgebiet; Wasserbaukonzept sieht Massnahmen zum baulichen Hochwasserschutz vor (Priorität mittel)), -,,,,,Gelterkinden,Sissach
24.204,Lättenbächli,370,140,230,,150,,4,offene Bachführung entlang Weg prüfen,24.204,Link,Gelterkinden_Eindolungen_Bericht,,,Gelterkinden,Sissach
24.205,Munibächli,640,600,40,,,,0,, -,,,,,Gelterkinden,Sissach
24.206,Usseri-Rötenbächli,150,70,80,,80,,4,zusammen mit Rainenbächli (24.148),24.206,Link,Gelterkinden_Eindolungen_Bericht,,,Gelterkinden,Sissach
24.207,Rorbächli,800,430,370,,,,0,Eindolung weitgehend innerhalb Siedlungsgebiet; Wasserbaukonzept sieht Massnahmen zum baulichen Hochwasserschutz vor (Priorität hoch), -,,,,,Gelterkinden,Sissach
24.208,Inneri-Rötenbächli,100,100,0,,,,0,, -,,,,,Gelterkinden,Sissach
24.209,Weielenbächli,920,700,220,,,,0,, -,,,,,Gelterkinden,Sissach
24.210,Zangenbächli,1210,1150,60,,,,0,, -,,,,,Gelterkinden,Sissach
24.211,Buholdenbächli,570,320,250,,300,,4,"eingedolter Abschnitt bereits als Uferschutzzone ausgeschieden, alternativ wäre offen Führung zum Rorbächli zwischen Parz. 211/212 denkbar",24.211,Link ,Gelterkinden_Eindolungen_Bericht,,,Gelterkinden,Sissach
31.55,Fellibächli,820,0,550,,500,,5,"ca. 300 m wurden 2012/13 von TBA in Zusammenarbeit mit Gemeinde ausgedolt, Wasserbaukonzept sieht Ausdolung des ganzen Bachlaufes vor (Priorität mittel, siehe auch analoge Einstufung für Abschnitt Buckten)",31.55,Link ,Kaenerkinden_Eindolungen_Bericht,,,Kaenerkinden,Sissach
3.04,Ergolz,1590,1590,0,,,,0,, -,,,,,Anwil,Sissach
3.26,Ächtelbächli,1120,1050,70,,> 200,,4,"Drainagesysteme in Verlängerung des Süd- und des Westastes, untere Abschnitte mit gutem Potenzial für Offenlegung",3.26,Link,Anwil_Eindolungen_Bericht,,,Anwil,Sissach
3.27,Vorderes  Almetbächli,20,20,0,,,,0,, -,,,,,Anwil,Sissach
3.28,Heimetlosenbächli,90,60,30,,,,3,"Drainagesysteme in Verlängerung, Wasserführung vermutlich gering",3.28,Link,Anwil_Eindolungen_Bericht,,,Anwil,Sissach
3.29,Lochmattbächli,140,140,0,,,,0,, -,,,,,Anwil,Sissach
3.30,Neuligenbächli,120,110,10,,,,2,"Drainagesysteme in Verlängerung, Wasserführung vermutlich sehr gering",3.30,Link,Anwil_Eindolungen_Bericht,,,Anwil,Sissach
3.31,Wolflochbächli,180,180,0,,,,0,, -,,,,,Anwil,Sissach
3.143,Riedmattbächli,990,940,50,,,,0,, -,,,,,Anwil,Sissach
3.151,Hinteres  Almetbächli,20,20,0,,,,0,, -,,,,,Anwil,Sissach
3.152,Dalcherbächli,60,60,0,,,,0,, -,,,,,Anwil,Sissach
3.153,Chörberbächli,240,240,0,,,,0,, -,,,,,Anwil,Sissach
3.201,Hintermattbächli,880,380,500,,> 200,,5,"Im mittleren Abschnitt ehem. Deponie, im Abschnitt oberhalb des Siedlungsgebietes wurden 2011 rund 120 m im Rahmen eines ""Gummistiefelland""-Projektes offengelegt (im GeoView als ""Regenwasserableitung Hintermet"" bezeichnet) ",3.201,Link,Anwil_Eindolungen_Bericht,,,Anwil,Sissach
3.202,Oltwegbächli,680,460,220,,200,,5,, -,Link,,,,Anwil,Sissach
3.203,Löracherbächli,120,120,0,,,,0,, -,,,,,Anwil,Sissach
26.72,Bergbächli,300,300,0,,,,0,, -,,,,,Haefelfingen,Sissach
26.73,Wolstelbächli,190,190,0,,,,0,, -,,,,,Haefelfingen,Sissach
26.74,Eimattbach,3070,2440,630,,> 300,,?,"offene Bachführung wäre wertvolle Vernetzungsachse, verläuft aber im Fassungsbereich der Quelle 57.8.E (Teufletenquell, Bad Ramsach)",26.7,Link,Haefelfingen_Eindolungen_Bericht,,,Haefelfingen,Sissach
26.75,Chrintelbach,50,50,0,,,,0,, -,,,,,Haefelfingen,Sissach
26.134,Buebenlochbächli,1090,950,140,,100,,4,,26.134,Link,Haefelfingen_Eindolungen_Bericht,,,Haefelfingen,Sissach
